1	2	Nicole	1	2	2	4	3	2	2	5	2	1	7	5	4	3	2	2	1	6	7	1	7	2	4	2	5	2	1	1	2
1	3	Nike	1	3	1	3	2	1	2	5	1	1	4	4	5	3	1	1	2	6	5	1	5	2	5	2	5	2	2	1	2
1	4	Tom	1	1	2	5	2	2	1	6	2	1	8	6	6	4	2	2	2	5	8	1	7	2	5	1	5	2	1	1	2
1	5	Marry	1	1	1	4	1	1	1	3	2	2	6	5	3	3	1	1	1	4	7	1	6	1	4	1	4	1	1	1	1
1	6	Lisa	1	2	2	4	3	2	1	5	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	2	0	1
1	7	Tomu	0	1	1	3	2	2	1	4	2	4	7	6	5	3	2	2	2	5	5	0	5	2	5	1	4	2	1	1	0
1	8	Yamy	1	2	2	4	3	2	2	5	2	1	7	5	4	3	2	2	1	6	7	1	5	1	4	2	5	2	1	1	2
1	9	Tuma	2	3	1	3	2	1	2	5	1	1	4	4	5	3	1	1	2	5	6	1	5	2	5	2	5	2	2	1	2
1	10	Yoga	2	2	2	4	3	2	1	5	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	2	1	1	1
1	11	Yang	2	2	2	4	3	2	1	5	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	2	0	1
1	12	Liren	2	3	1	4	3	1	2	5	1	2	7	5	5	4	1	1	1	6	6	1	6	0	5	2	3	1	2	1	1
1	13	Jack	2	3	1	3	2	1	2	5	1	1	4	4	5	3	1	1	2	5	5	1	6	2	5	2	5	2	2	1	2
1	14	Luse	2	2	2	5	1	2	2	4	2	2	7	6	6	4	2	2	2	6	7	1	7	2	5	2	4	2	2	1	2
1	15	Kuyu	2	2	2	4	3	2	2	6	1	2	7	6	4	3	2	1	2	5	7	1	6	2	5	1	4	2	1	1	2
1	16	Juny	2	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	4	2	3	1	1	1	2
1	17	Luny	2	2	1	4	3	2	1	6	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	2	0	1
1	18	Java	3	2	2	4	3	1	2	4	1	1	6	6	4	3	2	1	2	5	7	1	5	2	4	2	5	2	1	1	2
1	19	Linux	3	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	4	2	3	1	0	1	2
1	20	Safari	3	2	2	4	1	1	2	5	2	1	6	5	5	4	1	1	1	4	6	1	5	2	4	1	4	2	2	1	2
1	21	Macmy	3	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	4	1	1	1	1	1	1
1	22	Jimi	3	3	1	4	3	1	2	5	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	2	1	1
1	23	Burace	3	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	4	1	1	1	1	1	1
1	24	MuSi	3	2	2	4	3	2	2	6	1	2	7	6	4	3	2	1	2	5	7	1	6	2	5	1	5	2	1	0	0
1	25	Wang	3	2	2	4	2	2	1	4	2	2	7	5	6	4	2	2	2	6	7	0	7	2	4	2	4	1	2	1	1
1	26	Liu	3	2	2	5	2	2	1	5	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	2	0	1
1	27	Wangjie	4	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	0	1	1	1	1	1	1
1	28	Numa	4	3	2	3	1	1	2	5	2	1	6	5	5	4	1	1	1	4	6	1	5	2	4	1	4	2	2	1	2
1	29	Toms	4	2	2	4	3	2	2	6	1	2	7	6	4	3	2	1	2	5	7	1	6	2	5	1	5	2	1	1	2
1	30	Wangkanda	4	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	4	2	3	2	1	1	1
1	31	Robot	4	3	2	3	1	1	2	5	2	1	6	5	5	4	1	1	1	4	6	1	5	2	4	1	4	2	2	1	2
1	32	Buck	4	3	2	4	2	1	2	4	2	2	6	5	5	3	1	1	1	4	6	1	5	2	4	1	4	2	2	1	2
1	33	Duck	4	2	2	5	1	2	2	4	2	2	7	6	6	4	2	2	2	6	7	1	7	2	5	2	4	2	2	1	2
1	34	Cabu	4	3	1	4	3	1	2	5	2	1	5	5	5	4	2	1	1	5	5	1	5	1	4	2	3	1	1	1	1
1	35	Waka	4	2	1	4	3	2	1	6	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	2	0	1
1	36	Kutu	4	2	1	4	3	2	1	6	1	2	7	5	5	4	1	1	1	6	6	1	6	1	5	2	3	1	1	0	0
